  Frames  Seconds        Occurrences                    PDF                    CDF                  1-CDF              1/CDF               1/(1-CDF)
    4758  79.3000   6294117896247579  3.412048148495759e-04  9.532988618261279e-01  4.704234298872167e-02               1.05                   21.26
    4759  79.3167   6262219001406116  3.394755722952259e-04  9.536383373984231e-01  4.670113817387210e-02               1.05                   21.41
    4760  79.3333   6230405498969370  3.377509588724112e-04  9.539760883572955e-01  4.636166260157687e-02               1.05                   21.57
    4761  79.3500   6198677389762546  3.360309746258664e-04  9.543121193319214e-01  4.602391164270446e-02               1.05                   21.73
    4762  79.3667   6167034676320617  3.343156196930126e-04  9.546464349516144e-01  4.568788066807859e-02               1.05                   21.89
    4763  79.3833   6135477355965072  3.326048939286475e-04  9.549790398455431e-01  4.535356504838558e-02               1.05                   22.05
    4764  79.4000   6104005429912429  3.308987973987185e-04  9.553099386429418e-01  4.502096015445693e-02               1.05                   22.21
    4765  79.4167   6072618895083530  3.291973299363043e-04  9.556391359728781e-01  4.469006135705821e-02               1.05                   22.38
    4766  79.4333   6041317755886436  3.275004917803663e-04  9.559666364646584e-01  4.436086402712191e-02               1.05                   22.54
    4767  79.4500   6010102011288166  3.258082828749065e-04  9.562924447475334e-01  4.403336353534155e-02               1.05                   22.71
    4768  79.4667   5978971660473653  3.241207031757399e-04  9.566165654507091e-01  4.370755525246664e-02               1.05                   22.88
    4769  79.4833   5947926701872420  3.224377525977310e-04  9.569390032033068e-01  4.338343454929090e-02               1.04                   23.05
    4770  79.5000   5916967136717106  3.207594312077011e-04  9.572597626345145e-01  4.306099679669317e-02               1.04                   23.22
    4771  79.5167   5886092967270577  3.190857391283204e-04  9.575788483736428e-01  4.274023736548547e-02               1.04                   23.40
    4772  79.5333   5855304190930905  3.174166762185383e-04  9.578962650498614e-01  4.242115162635714e-02               1.04                   23.57
    4773  79.5500   5824600808756720  3.157522425357431e-04  9.582120172923971e-01  4.210373495013861e-02               1.04                   23.75
    4774  79.5667   5793982817901117  3.140924379256038e-04  9.585261097303227e-01  4.178798270760287e-02               1.04                   23.93
    4775  79.5833   5763450222798658  3.124372626285185e-04  9.588385469929512e-01  4.147389026967726e-02               1.04                   24.11
    4776  79.6000   5733003022049797  3.107867165686176e-04  9.591493337095198e-01  4.116145300704874e-02               1.04                   24.29
    4777  79.6167   5702641215255908  3.091407997242916e-04  9.594584745092442e-01  4.085066629048013e-02               1.04                   24.48
    4778  79.6333   5672364800498254  3.074995119915256e-04  9.597659740212356e-01  4.054152549075583e-02               1.04                   24.67
    4779  79.6500   5642173779386307  3.058628534575692e-04  9.600718368746932e-01  4.023402597876431e-02               1.04                   24.85
    4780  79.6667   5612068153934782  3.042308242316402e-04  9.603760676989249e-01  3.992816312530674e-02               1.04                   25.04
    4781  79.6833   5582047921619356  3.026034241768950e-04  9.606786711231018e-01  3.962393230107510e-02               1.04                   25.24
    4782  79.7000   5552113083315522  3.009806533407941e-04  9.609796517764426e-01  3.932132887689820e-02               1.04                   25.43
    4783  79.7167   5522263636473541  2.993625115851158e-04  9.612790142880278e-01  3.902034822355741e-02               1.04                   25.63
    4784  79.7333   5492499585425649  2.977489991447111e-04  9.615767632871725e-01  3.872098571197229e-02               1.04                   25.83
    4785  79.7500   5462820928531747  2.961401159306700e-04  9.618729034031031e-01  3.842323671282758e-02               1.04                   26.03
    4786  79.7667   5433227665752874  2.945358619408806e-04  9.621674392650440e-01  3.812709659689691e-02               1.04                   26.23
    4787  79.7833   5403719794846895  2.929362370537964e-04  9.624603755020977e-01  3.783256073495603e-02               1.04                   26.43
    4788  79.8000   5374297317770129  2.913412413754697e-04  9.627517167434733e-01  3.753962449790223e-02               1.04                   26.64
    4789  79.8167   5344960236313709  2.897508750029979e-04  9.630414676184762e-01  3.724828325652677e-02               1.04                   26.85
    4790  79.8333   5315708548030124  2.881651378037013e-04  9.633296327562799e-01  3.695853238152377e-02               1.04                   27.06
    4791  79.8500   5286542253588738  2.865840298138662e-04  9.636162167860938e-01  3.667036724372007e-02               1.04                   27.27
    4792  79.8667   5257461350766306  2.850075509129702e-04  9.639012243370068e-01  3.638378321390620e-02               1.04                   27.48
    4793  79.8833   5228465843766281  2.834357013288829e-04  9.641846600383357e-01  3.609877566299323e-02               1.04                   27.70
    4794  79.9000   5199555730733905  2.818684809610577e-04  9.644665285192967e-01  3.581533996166435e-02               1.04                   27.92
    4795  79.9167   5170731011964566  2.803058898255077e-04  9.647468344091222e-01  3.553347148070329e-02               1.04                   28.14
    4796  79.9333   5141991684918356  2.787479277845440e-04  9.650255823369067e-01  3.525316559087778e-02               1.04                   28.37
    4797  79.9500   5113337751868559  2.771945949614018e-04  9.653027769318682e-01  3.497441766309324e-02               1.04                   28.59
    4798  79.9667   5084769214407407  2.756458914423961e-04  9.655784228233105e-01  3.469722306813183e-02               1.04                   28.82
    4799  79.9833   5056286070163106  2.741018170989517e-04  9.658525246404095e-01  3.442157717668944e-02               1.04                   29.05
    4800  80.0000   5027888319576498  2.725623719549666e-04  9.661250870123644e-01  3.414747535959049e-02               1.04                   29.28
    4801  80.0167   4999575960779264  2.710275559091591e-04  9.663961145682737e-01  3.387491298763552e-02               1.03                   29.52
    4802  80.0333   4971348997820710  2.694973691810425e-04  9.666656119374547e-01  3.360388543172636e-02               1.03                   29.76
    4803  80.0500   4943207428656172  2.679718116597753e-04  9.669335837491144e-01  3.333438806254532e-02               1.03                   30.00
    4804  80.0667   4915151253890999  2.664508833781736e-04  9.672000346324926e-01  3.306641625088554e-02               1.03                   30.24
    4805  80.0833   4887180470712650  2.649345841837693e-04  9.674649692166764e-01  3.279996536750737e-02               1.03                   30.49
    4806  80.1000   4859295081679016  2.634229142152258e-04  9.677283921308917e-01  3.253503078332360e-02               1.03                   30.74
    4807  80.1167   4831495088220989  2.619158735501120e-04  9.679903080044417e-01  3.227160786910838e-02               1.03                   30.99
    4808  80.1333   4803780488015799  2.604134620625103e-04  9.682507214665043e-01  3.200969199555826e-02               1.03                   31.24
    4809  80.1500   4776151281278812  2.589156797640957e-04  9.685096371462684e-01  3.174927853349575e-02               1.03                   31.50
    4810  80.1667   4748607466512291  2.574225265736757e-04  9.687670596728420e-01  3.149036285373166e-02               1.03                   31.76
    4811  80.1833   4721149047589092  2.559340027011982e-04  9.690229936755432e-01  3.123294032715798e-02               1.03                   32.02
    4812  80.2000   4693776022298425  2.544501080268161e-04  9.692774437835701e-01  3.097700632445678e-02               1.03                   32.28
    4813  80.2167   4666488391532260  2.529708425988832e-04  9.695304146261690e-01  3.072255621642997e-02               1.03                   32.55
    4814  80.2333   4639286152229718  2.514962062514688e-04  9.697819108324204e-01  3.046958537383108e-02               1.03                   32.82
    4815  80.2500   4612169307201190  2.500261991369247e-04  9.700319370315573e-01  3.021808916757962e-02               1.03                   33.09
    4816  80.2667   4585137857755113  2.485608213261813e-04  9.702804978528835e-01  2.996806296844269e-02               1.03                   33.37
    4817  80.2833   4558191801587872  2.471000726943593e-04  9.705275979255779e-01  2.971950214711651e-02               1.03                   33.65
    4818  80.3000   4531331138730070  2.456439532431178e-04  9.707732418788210e-01  2.947240207442215e-02               1.03                   33.93
    4819  80.3167   4504555868035886  2.441924629103417e-04  9.710174343417313e-01  2.922675812117903e-02               1.03                   34.22
    4820  80.3333   4477865993143514  2.427456018932579e-04  9.712601799436246e-01  2.898256565826869e-02               1.03                   34.50
    4821  80.3500   4451261511766183  2.413033700679003e-04  9.715014833136925e-01  2.873982005637543e-02               1.03                   34.79
    4822  80.3667   4424742424961654  2.398657674916102e-04  9.717413490811840e-01  2.849851668630753e-02               1.03                   35.09
    4823  80.3833   4398308729540163  2.384327939914702e-04  9.719797818751755e-01  2.825865091881592e-02               1.03                   35.39
    4824  80.4000   4371960428507005  2.370044497303976e-04  9.722167863249059e-01  2.802021812482445e-02               1.03                   35.69
    4825  80.4167   4345697523081750  2.355807347745054e-04  9.724523670596804e-01  2.778321367509405e-02               1.03                   35.99
    4826  80.4333   4319520010950601  2.341616489983626e-04  9.726865287086788e-01  2.754763294031955e-02               1.03                   36.30
    4827  80.4500   4293427891933549  2.327471923922107e-04  9.729192759010711e-01  2.731347129132119e-02               1.03                   36.61
    4828  80.4667   4267421165279992  2.313373649153595e-04  9.731506132659864e-01  2.708072409892898e-02               1.03                   36.93
    4829  80.4833   4241499834412196  2.299321667533305e-04  9.733805454327397e-01  2.684938673401362e-02               1.03                   37.24
    4830  80.5000   4215663897022362  2.285315977810176e-04  9.736090770305207e-01  2.661945456726028e-02               1.03                   37.57
    4831  80.5167   4189913354110583  2.271356580526360e-04  9.738362126885733e-01  2.639092296947927e-02               1.03                   37.89
    4832  80.5333   4164248202571373  2.257443473998370e-04  9.740619570359732e-01  2.616378731142663e-02               1.03                   38.22
    4833  80.5500   4138668445524512  2.243576659917441e-04  9.742863147019649e-01  2.593804296402679e-02               1.03                   38.55
    4834  80.5667   4113174084128985  2.229756138911860e-04  9.745092903158561e-01  2.571368529803505e-02               1.03                   38.89
    4835  80.5833   4087765116032669  2.215981909706540e-04  9.747308885068268e-01  2.549070968414387e-02               1.03                   39.23
    4836  80.6000   4062441540853643  2.202253972094440e-04  9.749511139040362e-01  2.526911149317321e-02               1.03                   39.57
    4837  80.6167   4037203358241938  2.188572325885842e-04  9.751699711366248e-01  2.504888609596377e-02               1.03                   39.92
    4838  80.6333   4012050571395232  2.174936972814210e-04  9.753874648339063e-01  2.483002886337518e-02               1.03                   40.27
    4839  80.6500   3986983177998120  2.161347911624361e-04  9.756035996250687e-01  2.461253516609376e-02               1.03                   40.63
    4840  80.6667   3962001178976635  2.147805142818299e-04  9.758183801393505e-01  2.439640037493132e-02               1.02                   40.99
    4841  80.6833   3937104571322904  2.134308664765452e-04  9.760318110058270e-01  2.418161986064950e-02               1.02                   41.35
    4842  80.7000   3912293358183739  2.120858479171710e-04  9.762438968537442e-01  2.396818899417295e-02               1.02                   41.72
    4843  80.7167   3887567540895193  2.107454586761349e-04  9.764546423124204e-01  2.375610314625578e-02               1.02                   42.09
    4844  80.7333   3862927116834726  2.094096986112688e-04  9.766640520110316e-01  2.354535768757965e-02               1.02                   42.47
    4845  80.7500   3838372085490077  2.080785676948029e-04  9.768721305787265e-01  2.333594798896838e-02               1.02                   42.85
    4846  80.7667   3813902446921933  2.067520659300271e-04  9.770788826446565e-01  2.312786942127357e-02               1.02                   43.24
    4847  80.7833   3789518204092440  2.054301934775195e-04  9.772843128381340e-01  2.292111735534355e-02               1.02                   43.63
    4848  80.8000   3765219354692967  2.041129502121292e-04  9.774884257883460e-01  2.271568716186603e-02               1.02                   44.02
    4849  80.8167   3741005899560314  2.028003361792191e-04  9.776912261245253e-01  2.251157421165390e-02               1.02                   44.42
    4850  80.8333   3716877835795284  2.014923512216233e-04  9.778927184757470e-01  2.230877387547468e-02               1.02                   44.83
    4851  80.8500   3692835166834285  2.001889955256301e-04  9.780929074712725e-01  2.210728152425305e-02               1.02                   45.23
    4852  80.8667   3668877893389537  1.988902691298488e-04  9.782917977404024e-01  2.190709252872743e-02               1.02                   45.65
    4853  80.8833   3645006013352538  1.975961719199775e-04  9.784893939123224e-01  2.170820225959758e-02               1.02                   46.07
    4854  80.9000   3621219525847352  1.963067038485314e-04  9.786857006161709e-01  2.151060608767760e-02               1.02                   46.49
    4855  80.9167   3597518431317117  1.950218649395331e-04  9.788807224811105e-01  2.131429938382907e-02               1.02                   46.92
    4856  80.9333   3573902732505123  1.937416553416967e-04  9.790744641364522e-01  2.111927751888953e-02               1.02                   47.35
    4857  80.9500   3550372427108138  1.924660749301638e-04  9.792669302113823e-01  2.092553586354784e-02               1.02                   47.79
    4858  80.9667   3526927515860408  1.911951237447379e-04  9.794581253351271e-01  2.073306978861767e-02               1.02                   48.23
    4859  80.9833   3503567995987154  1.899288016349979e-04  9.796480541367620e-01  2.054187466487294e-02               1.02                   48.68
    4860  81.0000   3480293871197549  1.886671088020184e-04  9.798367212455641e-01  2.035194586323794e-02               1.02                   49.14
    4861  81.0167   3457105141605493  1.874100452519741e-04  9.800241312908160e-01  2.016327875443592e-02               1.02                   49.60
    4862  81.0333   3434001805585762  1.861576108967614e-04  9.802102889017128e-01  1.997586870918394e-02               1.02                   50.06
    4863  81.0500   3410983861926126  1.849098056706651e-04  9.803951987073835e-01  1.978971109828719e-02               1.02                   50.53
    4864  81.0667   3388051311427159  1.836666296170844e-04  9.805788653370006e-01  1.960480129261652e-02               1.02                   51.01
    4865  81.0833   3365204156633315  1.824280828739545e-04  9.807612934198745e-01  1.942113466299943e-02               1.02                   51.49
    4866  81.1000   3342442395243539  1.811941653165349e-04  9.809424875851911e-01  1.923870658012548e-02               1.02                   51.98
    4867  81.1167   3319766027877037  1.799648769783929e-04  9.811224524621694e-01  1.905751241480895e-02               1.02                   52.47
    4868  81.1333   3297175051898424  1.787402177166639e-04  9.813011926798861e-01  1.887754753783055e-02               1.02                   52.97
    4869  81.1500   3274669471273591  1.775201877463393e-04  9.814787128676324e-01  1.869880732011389e-02               1.02                   53.48
    4870  81.1667   3252249285543020  1.763047870425086e-04  9.816550176546750e-01  1.852128713236755e-02               1.02                   53.99
    4871  81.1833   3229914493534403  1.750940155416209e-04  9.818301116702166e-01  1.834498234532504e-02               1.02                   54.51
    4872  81.2000   3207665093726421  1.738878731612052e-04  9.820039995433778e-01  1.816988832978342e-02               1.02                   55.04
    4873  81.2167   3185501087252037  1.726863599626797e-04  9.821766859033405e-01  1.799600045662221e-02               1.02                   55.57
    4874  81.2333   3163422476476402  1.714894760742595e-04  9.823481753794148e-01  1.782331409665953e-02               1.02                   56.11
    4875  81.2500   3141429259100384  1.702972213713082e-04  9.825184726007861e-01  1.765182462058527e-02               1.02                   56.65
    4876  81.2667   3119521435609668  1.691095958801551e-04  9.826875821966662e-01  1.748152739921397e-02               1.02                   57.20
    4877  81.2833   3097699003632038  1.679265994722019e-04  9.828555087961384e-01  1.731241780333381e-02               1.02                   57.76
    4878  81.3000   3075961967068264  1.667482323589099e-04  9.830222570284973e-01  1.714449120386161e-02               1.02                   58.33
    4879  81.3167   3054310325200216  1.655744945013491e-04  9.831878315229986e-01  1.697774297150270e-02               1.02                   58.90
    4880  81.3333   3032744077198425  1.644053858545539e-04  9.833522369088532e-01  1.681216847700135e-02               1.02                   59.48
    4881  81.3500   3011263221248256  1.632409063201529e-04  9.835154778151733e-01  1.664776309114680e-02               1.02                   60.07
    4882  81.3667   2989867758791741  1.620810559763186e-04  9.836775588711497e-01  1.648452218482665e-02               1.02                   60.66
    4883  81.3833   2968557692035684  1.609258349426822e-04  9.838384847060924e-01  1.632244112885033e-02               1.02                   61.27
    4884  81.4000   2947333018678027  1.597752430944488e-04  9.839982599491868e-01  1.616151529390764e-02               1.02                   61.88
    4885  81.4167   2926193739057690  1.586292804499914e-04  9.841568892296368e-01  1.600174005081319e-02               1.02                   62.49
    4886  81.4333   2905139851084864  1.574879468960212e-04  9.843143771765328e-01  1.584311077036320e-02               1.02                   63.12
    4887  81.4500   2884171358577818  1.563512426395270e-04  9.844707284191724e-01  1.568562282346718e-02               1.02                   63.75
    4888  81.4667   2863288260576973  1.552191676284898e-04  9.846259475868009e-01  1.552927158082765e-02               1.02                   64.39
    4889  81.4833   2842490556577852  1.540917218355619e-04  9.847800393086364e-01  1.537405241319917e-02               1.02                   65.04
    4890  81.5000   2821778244491620  1.529689051475074e-04  9.849330082137839e-01  1.521996069136360e-02               1.02                   65.70
    4891  81.5167   2801151326046282  1.518507176580015e-04  9.850848589314419e-01  1.506699178621610e-02               1.02                   66.37
    4892  81.5333   2780609803311177  1.507371594792235e-04  9.852355960909212e-01  1.491514106855809e-02               1.01                   67.05
    4893  81.5500   2760153673976416  1.496282304859538e-04  9.853852243214071e-01  1.476440390907887e-02               1.01                   67.73
    4894  81.5667   2739782938221173  1.485239306879057e-04  9.855337482520949e-01  1.461477567859292e-02               1.01                   68.42
    4895  81.5833   2719497594256814  1.474242599881170e-04  9.856811725120831e-01  1.446625174790501e-02               1.01                   69.13
    4896  81.6000   2699297645802355  1.463292185881960e-04  9.858275017306714e-01  1.431882748791689e-02               1.01                   69.84
    4897  81.6167   2679183091673219  1.452388064239267e-04  9.859727405370953e-01  1.417249826932870e-02               1.01                   70.56
    4898  81.6333   2659153931672708  1.441530234846460e-04  9.861168935605799e-01  1.402725946290477e-02               1.01                   71.29
    4899  81.6500   2639210163456502  1.430718696432681e-04  9.862599654302231e-01  1.388310643942012e-02               1.01                   72.03
    4900  81.6667   2619351789014708  1.419953450076770e-04  9.864019607752308e-01  1.374003456977686e-02               1.01                   72.78
    4901  81.6833   2599578810304796  1.409234496839871e-04  9.865428842249148e-01  1.359803922476918e-02               1.01                   73.54
    4902  81.7000   2579891224994599  1.398561835457717e-04  9.866827404084606e-01  1.345711577508519e-02               1.01                   74.31
    4903  81.7167   2560289033100142  1.387935465938993e-04  9.868215339550545e-01  1.331725959153942e-02               1.01                   75.09
    4904  81.7333   2540772233147809  1.377355387484851e-04  9.869592694938030e-01  1.317846604494552e-02               1.01                   75.88
    4905  81.7500   2521340828741977  1.366821602049227e-04  9.870959516540079e-01  1.304073050619704e-02               1.01                   76.68
    4906  81.7667   2501994818488873  1.356334108876556e-04  9.872315850648955e-01  1.290404834599211e-02               1.01                   77.50
    4907  81.7833   2482734202483044  1.345892908018091e-04  9.873661743556974e-01  1.276841493510446e-02               1.01                   78.32
    4908  81.8000   2463558978142864  1.335497998074331e-04  9.874997241555048e-01  1.263382564430265e-02               1.01                   79.15
    4909  81.8167   2444469147696076  1.325149380252938e-04  9.876322390935300e-01  1.250027584449522e-02               1.01                   80.00
    4910  81.8333   2425464713018447  1.314847055570765e-04  9.877637237990872e-01  1.236776090646992e-02               1.01                   80.86
    4911  81.8500   2406545671731651  1.304591022738522e-04  9.878941829013610e-01  1.223627620091285e-02               1.01                   81.72
    4912  81.8667   2387712023728942  1.294381281698340e-04  9.880236210295308e-01  1.210581709863899e-02               1.01                   82.60
    4913  81.8833   2368963775316045  1.284217835868559e-04  9.881520428131177e-01  1.197637897046916e-02               1.01                   83.50
    4914  81.9000   2350300922863877  1.274100683281851e-04  9.882794528814459e-01  1.184795718688230e-02               1.01                   84.40
    4915  81.9167   2331723464263747  1.264029822795090e-04  9.884058558637254e-01  1.172054711855412e-02               1.01                   85.32
    4916  81.9333   2313231400052692  1.254005254699407e-04  9.885312563891954e-01  1.159414413627461e-02               1.01                   86.25
    4917  81.9500   2294824727366498  1.244026977442106e-04  9.886556590869395e-01  1.146874361080467e-02               1.01                   87.19
    4918  81.9667   2276503448710820  1.234094992381507e-04  9.887790685861777e-01  1.134434091306046e-02               1.01                   88.15
    4919  81.9833   2258267565984589  1.224209300547022e-04  9.889014895162324e-01  1.122093141382231e-02               1.01                   89.12
    4920  82.0000   2240117076527220  1.214369900496344e-04  9.890229265062820e-01  1.109851048376761e-02               1.01                   90.10
    4921  82.0167   2222051980149297  1.204576792126792e-04  9.891433841854947e-01  1.097707349371797e-02               1.01                   91.10
    4922  82.0333   2204072276072875  1.194829975016641e-04  9.892628671829964e-01  1.085661581450529e-02               1.01                   92.11
    4923  82.0500   2186177967665848  1.185129450991629e-04  9.893813801280955e-01  1.073713281700363e-02               1.01                   93.13
    4924  82.0667   2168369053052876  1.175475219035132e-04  9.894989276499990e-01  1.061861987190446e-02               1.01                   94.17
    4925  82.0833   2150645532731231  1.165867279416723e-04  9.896155143779407e-01  1.050107235000095e-02               1.01                   95.23
    4926  82.1000   2133007403925623  1.156305630631913e-04  9.897311449410039e-01  1.038448562205928e-02               1.01                   96.30
    4927  82.1167   2115454669249351  1.146790274097375e-04  9.898458239684137e-01  1.026885505899609e-02               1.01                   97.38
    4928  82.1333   2097987330570816  1.137321210825971e-04  9.899595560894963e-01  1.015417603158635e-02               1.01                   98.48
    4929  82.1500   2080605385133937  1.127898439323627e-04  9.900723459334286e-01  1.004044391050375e-02               1.01                   99.60
    4930  82.1667   2063308832607881  1.118521959410997e-04  9.901841981293698e-01  9.927654066571392e-03               1.01                  100.73
    4931  82.1833   2046097672550580  1.109191770848437e-04  9.902951173064546e-01  9.815801870630291e-03               1.01                  101.88
    4932  82.2000   2028971908183163  1.099907875382122e-04  9.904051080939927e-01  9.704882693545448e-03               1.01                  103.04
    4933  82.2167   2011931537561142  1.090670271957946e-04  9.905141751211886e-01  9.594891906007236e-03               1.01                  104.22
    4934  82.2333   1994976561127437  1.081478960816014e-04  9.906223230172702e-01  9.485824878811441e-03               1.01                  105.42
    4935  82.2500   1978106976204133  1.072333940504627e-04  9.907295564113207e-01  9.377676982729840e-03               1.01                  106.64
    4936  82.2667   1961322785500861  1.063235212492677e-04  9.908358799325699e-01  9.270443588679378e-03               1.01                  107.87
    4937  82.2833   1944623990877069  1.054182777788175e-04  9.909412982103487e-01  9.164120067430110e-03               1.01                  109.12
    4938  82.3000   1928010589459544  1.045176634833548e-04  9.910458158738321e-01  9.058701789651291e-03               1.01                  110.39
    4939  82.3167   1911482580783911  1.036216783377058e-04  9.911494375521698e-01  8.954184126167938e-03               1.01                  111.68
    4940  82.3333   1895039964745196  1.027303223361798e-04  9.912521678745060e-01  8.850562447830231e-03               1.01                  112.99
    4941  82.3500   1878682744415880  1.018435956453363e-04  9.913540114701512e-01  8.747832125494051e-03               1.01                  114.31
    4942  82.3667   1862410917788457  1.009614981563484e-04  9.914549729683076e-01  8.645988529848716e-03               1.01                  115.66
    4943  82.3833   1846224485241412  1.000840298897336e-04  9.915550569981973e-01  8.545027031692366e-03               1.01                  117.03
    4944  82.4000   1830123444201956  9.921119070602073e-05  9.916542681889033e-01  8.444943001802633e-03               1.01                  118.41
    4945  82.4167   1814107797605330  9.834298076432963e-05  9.917526111696677e-01  8.345731811096612e-03               1.01                  119.82
    4946  82.4333   1798177546907261  9.747940014357537e-05  9.918500905698113e-01  8.247388830332283e-03               1.01                  121.25
    4947  82.4500   1782332689502423  9.662044870252295e-05  9.919467110185138e-01  8.149909430188708e-03               1.01                  122.70
    4948  82.4667   1766573224678678  9.576612640256729e-05  9.920424771449163e-01  8.053288981486184e-03               1.01                  124.17
    4949  82.4833   1750899152655747  9.491643325561949e-05  9.921373935781720e-01  7.957522855083617e-03               1.01                  125.67
    4950  82.5000   1735310476364672  9.407136942057165e-05  9.922314649475926e-01  7.862606421827997e-03               1.01                  127.18
    4951  82.5167   1719807193735426  9.323093478520738e-05  9.923246958823778e-01  7.768535052407426e-03               1.01                  128.72
    4952  82.5333   1704389305072568  9.239512936603687e-05  9.924170910117438e-01  7.675304117622218e-03               1.01                  130.29
    4953  82.5500   1689056807918399  9.156395302982798e-05  9.925086549647737e-01  7.582908988256182e-03               1.01                  131.88
    4954  82.5667   1673809705493437  9.073740595116534e-05  9.925993923707248e-01  7.491345035226354e-03               1.01                  133.49
    4955  82.5833   1658647998660088  8.991548817680007e-05  9.926893078589016e-01  7.400607629275188e-03               1.01                  135.12
    4956  82.6000   1643571685261280  8.909819958979708e-05  9.927784060584914e-01  7.310692141098389e-03               1.01                  136.79
    4957  82.6167   1628580764293776  8.828554013577076e-05  9.928666915986272e-01  7.221593941508592e-03               1.01                  138.47
    4958  82.6333   1613675236281296  8.747750984311204e-05  9.929541691084703e-01  7.133308401372821e-03               1.01                  140.19
    4959  82.6500   1598855104029855  8.667410886393530e-05  9.930408432173342e-01  7.045830891529709e-03               1.01                  141.93
    4960  82.6667   1584120365402339  8.587533708238735e-05  9.931267185544166e-01  6.959156782665774e-03               1.01                  143.70
    4961  82.6833   1569471020620638  8.508119451049688e-05  9.932117997489271e-01  6.873281445583385e-03               1.01                  145.49
    4962  82.7000   1554907067353090  8.429168102186424e-05  9.932960914299490e-01  6.788200251072889e-03               1.01                  147.31
    4963  82.7167   1540428509095561  8.350679680600069e-05  9.933795982267549e-01  6.703908570051024e-03               1.01                  149.17
    4964  82.7333   1526035346133889  8.272654187840156e-05  9.934623247686334e-01  6.620401773245024e-03               1.01                  151.05
    4965  82.7500   1511727576736129  8.195091614517791e-05  9.935442756847785e-01  6.537675231366623e-03               1.01                  152.96
    4966  82.7667   1497505199629203  8.117991953731605e-05  9.936254556043159e-01  6.455724315221445e-03               1.01                  154.90
    4967  82.7833   1483368215621845  8.041355209865753e-05  9.937058691564146e-01  6.374544395684129e-03               1.01                  156.87
    4968  82.8000   1469316627411436  7.965181397542767e-05  9.937855209703900e-01  6.294130843585471e-03               1.01                  158.88
    4969  82.8167   1455350432789153  7.889470504788594e-05  9.938644156754378e-01  6.214479029610044e-03               1.01                  160.91
    4970  82.8333   1441469631885688  7.814222532311716e-05  9.939425579007609e-01  6.135584324562157e-03               1.01                  162.98
    4971  82.8500   1427674222574669  7.739437468585049e-05  9.940199522754468e-01  6.057442099239040e-03               1.01                  165.09
    4972  82.8667   1413964208415596  7.665115332904679e-05  9.940966034287758e-01  5.980047724553190e-03               1.01                  167.22
    4973  82.8833   1400339589327396  7.591256124831109e-05  9.941725159900242e-01  5.903396571224143e-03               1.01                  169.39
    4974  82.9000   1386800363926954  7.517859836866459e-05  9.942476945883928e-01  5.827484009975832e-03               1.01                  171.60
    4975  82.9167   1373346530684963  7.444926460720337e-05  9.943221438530000e-01  5.752305411607168e-03               1.01                  173.84
    4976  82.9333   1359978090677396  7.372456002225605e-05  9.943958684130223e-01  5.677856146999964e-03               1.01                  176.12
    4977  82.9500   1346695046510052  7.300448475508329e-05  9.944688728977774e-01  5.604131586977708e-03               1.01                  178.44
    4978  82.9667   1333497395895885  7.228903868170407e-05  9.945411619364590e-01  5.531127102222625e-03               1.01                  180.79
    4979  82.9833   1320385138867083  7.157822180386329e-05  9.946127401582630e-01  5.458838063540921e-03               1.01                  183.19
    4980  83.0000   1307358273548740  7.087203401992211e-05  9.946836121922829e-01  5.387259841737057e-03               1.01                  185.62
    4981  83.0167   1294416803452957  7.017047552027191e-05  9.947537826678031e-01  5.316387807717135e-03               1.01                  188.10
    4982  83.0333   1281560728239922  6.947354628649143e-05  9.948232562140896e-01  5.246217332196863e-03               1.01                  190.61
    4983  83.0500   1268790045608721  6.878124619384788e-05  9.948920374602834e-01  5.176743785910372e-03               1.01                  193.17
    4984  83.0667   1256104485398452  6.809356059688941e-05  9.949601310208803e-01  5.107962539716524e-03               1.01                  195.77
    4985  83.0833   1243503759341442  6.741047386859416e-05  9.950275414947489e-01  5.039868979119635e-03               1.00                  198.42
    4986  83.1000   1230987587338366  6.673197082474730e-05  9.950942734655737e-01  4.972458505251041e-03               1.00                  201.11
    4987  83.1167   1218555683541040  6.605803596948772e-05  9.951603315015431e-01  4.905726534426293e-03               1.00                  203.84
    4988  83.1333   1206207765461750  6.538865398912576e-05  9.952257201555323e-01  4.839668498456805e-03               1.00                  206.63
    4989  83.1500   1193943547941769  6.472380942517585e-05  9.952904439649575e-01  4.774279844467679e-03               1.00                  209.46
    4990  83.1667   1181762744530338  6.406348674911123e-05  9.953545074517066e-01  4.709556035042504e-03               1.00                  212.33
    4991  83.1833   1169665070742424  6.340767053896737e-05  9.954179151222455e-01  4.645492548293393e-03               1.00                  215.26
    4992  83.2000   1157650243517256  6.275634544998911e-05  9.954806714676956e-01  4.582084877754425e-03               1.00                  218.24
    4993  83.2167   1145717977274718  6.210949600084735e-05  9.955427809636964e-01  4.519328532304436e-03               1.00                  221.27
    4994  83.2333   1133867983699216  6.146710656192243e-05  9.956042480702584e-01  4.457219036303589e-03               1.00                  224.36
    4995  83.2500   1122099981338695  6.082916187566786e-05  9.956650772321340e-01  4.395751929741666e-03               1.00                  227.49
    4996  83.2667   1110413685403483  6.019564650360459e-05  9.957252728786377e-01  4.334922767865998e-03               1.00                  230.68
    4997  83.2833   1098808813438679  5.956654513382176e-05  9.957848394237714e-01  4.274727121362394e-03               1.00                  233.93
