  Frames  Seconds        Occurrences                    PDF                    CDF                  1-CDF              1/CDF               1/(1-CDF)
    3678  61.3000   5431858256827397  2.944616261342794e-04  3.811338501900203e-02  9.621810766071323e-01              26.24                    1.04
    3679  61.3167   5461447571244040  2.960656660829235e-04  3.840945068508495e-02  9.618866149809979e-01              26.04                    1.04
    3680  61.3333   5491122279173833  2.976743352231912e-04  3.870712502030815e-02  9.615905493149151e-01              25.84                    1.04
    3681  61.3500   5520882379104567  2.992876334731056e-04  3.900641265378125e-02  9.612928749796918e-01              25.64                    1.04
    3682  61.3667   5550727871561395  3.009055608611352e-04  3.930731821464239e-02  9.609935873462188e-01              25.44                    1.04
    3683  61.3833   5580658759993262  3.025281175742478e-04  3.960984633221663e-02  9.606926817853576e-01              25.25                    1.04
    3684  61.4000   5610675043192568  3.041553035469792e-04  3.991400163576361e-02  9.603901536677834e-01              25.05                    1.04
    3685  61.4167   5640776719073332  3.057871186662481e-04  4.021978875442986e-02  9.600859983642364e-01              24.86                    1.04
    3686  61.4333   5670963786954249  3.074235628951210e-04  4.052721231732498e-02  9.597802112455701e-01              24.67                    1.04
    3687  61.4500   5701236248875186  3.090646363441792e-04  4.083627695366916e-02  9.594727876826750e-01              24.49                    1.04
    3688  61.4667   5731594107211085  3.107103391421687e-04  4.114698729281133e-02  9.591637230463308e-01              24.30                    1.04
    3689  61.4833   5762037359099915  3.123606711339383e-04  4.145934796394526e-02  9.588530127071887e-01              24.12                    1.04
    3690  61.5000   5792566002922698  3.140156322317232e-04  4.177336359617699e-02  9.585406520360548e-01              23.94                    1.04
    3691  61.5167   5823180039298704  3.156752224690940e-04  4.208903881864608e-02  9.582266364038230e-01              23.76                    1.04
    3692  61.5333   5853879471872599  3.173394420436285e-04  4.240637826068971e-02  9.579109611813539e-01              23.58                    1.04
    3693  61.5500   5884664299059308  3.190082908693995e-04  4.272538655155911e-02  9.575936217393103e-01              23.41                    1.04
    3694  61.5667   5915534518802172  3.206817688349154e-04  4.304606832039403e-02  9.572746134484409e-01              23.23                    1.04
    3695  61.5833   5946490130640902  3.223598759152239e-04  4.336842819630925e-02  9.569539316796060e-01              23.06                    1.04
    3696  61.6000   5977531136643256  3.240426122224182e-04  4.369247080853167e-02  9.566315718036907e-01              22.89                    1.05
    3697  61.6167   6008657538895780  3.257299778696105e-04  4.401820078640128e-02  9.563075291914683e-01              22.72                    1.05
    3698  61.6333   6039869334743751  3.274219727128877e-04  4.434562275911417e-02  9.559817992135987e-01              22.55                    1.05
    3699  61.6500   6071166522455796  3.291185966583920e-04  4.467474135577256e-02  9.556543772408859e-01              22.38                    1.05
    3700  61.6667   6102549102751682  3.308198497451420e-04  4.500556120551770e-02  9.553252586442275e-01              22.22                    1.05
    3701  61.6833   6134017079476918  3.325257321816032e-04  4.533808693769931e-02  9.549944387944823e-01              22.06                    1.05
    3702  61.7000   6165570450638269  3.342362438597221e-04  4.567232318155903e-02  9.546619130623007e-01              21.90                    1.05
    3703  61.7167   6197209214251056  3.359513846719090e-04  4.600827456623094e-02  9.543276768184410e-01              21.74                    1.05
    3704  61.7333   6228933370041823  3.376711546033399e-04  4.634594572083427e-02  9.539917254337691e-01              21.58                    1.05
    3705  61.7500   6260742920131520  3.393955537689917e-04  4.668534127460327e-02  9.536540542791657e-01              21.42                    1.05
    3706  61.7667   6292637866298251  3.411245822652556e-04  4.702646585686852e-02  9.533146587253968e-01              21.26                    1.05
    3707  61.7833   6324618206105221  3.428582399600327e-04  4.736932409682856e-02  9.529735341431315e-01              21.11                    1.05
    3708  61.8000   6356683937703958  3.445965267531171e-04  4.771392062358167e-02  9.526306759031714e-01              20.96                    1.05
    3709  61.8167   6388835061921213  3.463394426893271e-04  4.806026006627100e-02  9.522860793764183e-01              20.81                    1.05
    3710  61.8333   6421071582804336  3.480869879880699e-04  4.840834705425907e-02  9.519397399337290e-01              20.66                    1.05
    3711  61.8500   6453393497930407  3.498391625179988e-04  4.875818621677707e-02  9.515916529457409e-01              20.51                    1.05
    3712  61.8667   6485800805455616  3.515959661791607e-04  4.910978218295623e-02  9.512418137832229e-01              20.36                    1.05
    3713  61.8833   6518293512999137  3.533573993845917e-04  4.946313958234082e-02  9.508902178170437e-01              20.22                    1.05
    3714  61.9000   6550871615094808  3.551234618379708e-04  4.981826304417879e-02  9.505368604176592e-01              20.07                    1.05
    3715  61.9167   6583535112943631  3.568941536044043e-04  5.017515719778320e-02  9.501817369558212e-01              19.93                    1.05
    3716  61.9333   6616284004514381  3.586694745737792e-04  5.053382667235697e-02  9.498248428022168e-01              19.79                    1.05
    3717  61.9500   6649118287768333  3.604494246355762e-04  5.089427609699256e-02  9.494661733276430e-01              19.65                    1.05
    3718  61.9667   6682037963716979  3.622340038446282e-04  5.125651010083718e-02  9.491057239030074e-01              19.51                    1.05
    3719  61.9833   6715043036669318  3.640232124345267e-04  5.162053331327170e-02  9.487434898991628e-01              19.37                    1.05
    3720  62.0000   6748133503564621  3.658170502393490e-04  5.198635036351106e-02  9.483794666867283e-01              19.24                    1.05
    3721  62.0167   6781309362740206  3.676155171689611e-04  5.235396588068002e-02  9.480136496364889e-01              19.10                    1.05
    3722  62.0333   6814570614260479  3.694186132268545e-04  5.272338449390687e-02  9.476460341193200e-01              18.97                    1.06
    3723  62.0500   6847917260455246  3.712263385393281e-04  5.309461083244620e-02  9.472766155060931e-01              18.83                    1.06
    3724  62.0667   6881349302320783  3.730386931603902e-04  5.346764952560659e-02  9.469053891675538e-01              18.70                    1.06
    3725  62.0833   6914866737743805  3.748556769754793e-04  5.384250520258207e-02  9.465323504743934e-01              18.57                    1.06
    3726  62.1000   6948469564876990  3.766772898844520e-04  5.421918249246652e-02  9.461574947974180e-01              18.44                    1.06
    3727  62.1167   6982157784756373  3.785035319434718e-04  5.459768602440999e-02  9.457808175075335e-01              18.32                    1.06
    3728  62.1333   7015931401864022  3.803344033955122e-04  5.497802042780550e-02  9.454023139755900e-01              18.19                    1.06
    3729  62.1500   7049790412720566  3.821699040519559e-04  5.536019033185746e-02  9.450219795721945e-01              18.06                    1.06
    3730  62.1667   7083734815782562  3.840100338291329e-04  5.574420036568659e-02  9.446398096681425e-01              17.94                    1.06
    3731  62.1833   7117764611234124  3.858547927370240e-04  5.613005515842362e-02  9.442557996343134e-01              17.82                    1.06
    3732  62.2000   7151879801535752  3.877041809090130e-04  5.651775933933263e-02  9.438699448415764e-01              17.69                    1.06
    3733  62.2167   7186080387416077  3.895581983845993e-04  5.690731753771723e-02  9.434822406606673e-01              17.57                    1.06
    3734  62.2333   7220366366692252  3.914168450454504e-04  5.729873438276268e-02  9.430926824622827e-01              17.45                    1.06
    3735  62.2500   7254737737699289  3.932801208013071e-04  5.769201450356399e-02  9.427012656172373e-01              17.33                    1.06
    3736  62.2667   7289194501514873  3.951480257105909e-04  5.808716252927458e-02  9.423079854964360e-01              17.22                    1.06
    3737  62.2833   7323736662776257  3.970205600246878e-04  5.848418308929926e-02  9.419128374707254e-01              17.10                    1.06
    3738  62.3000   7358364217592328  3.988977235326601e-04  5.888308081283192e-02  9.415158169107007e-01              16.98                    1.06
    3739  62.3167   7393077164547111  4.007795161577475e-04  5.928386032898968e-02  9.411169191871681e-01              16.87                    1.06
    3740  62.3333   7427875503920074  4.026659379151003e-04  5.968652626690477e-02  9.407161396710103e-01              16.75                    1.06
    3741  62.3500   7462759238336257  4.045569889470219e-04  6.009108325585179e-02  9.403134737330953e-01              16.64                    1.06
    3742  62.3667   7497728368229657  4.064526692770395e-04  6.049753592512883e-02  9.399089167441482e-01              16.53                    1.06
    3743  62.3833   7532782891359503  4.083529787836806e-04  6.090588890391252e-02  9.395024640748711e-01              16.42                    1.06
    3744  62.4000   7567922806235444  4.102579173861532e-04  6.131614682129867e-02  9.390941110960875e-01              16.31                    1.06
    3745  62.4167   7603148113992337  4.121674851459779e-04  6.172831430644465e-02  9.386838531787013e-01              16.20                    1.07
    3746  62.4333   7638458819406120  4.140816823220588e-04  6.214239598876670e-02  9.382716856935553e-01              16.09                    1.07
    3747  62.4500   7673854918179810  4.160005086814561e-04  6.255839649744817e-02  9.378576040112333e-01              15.99                    1.07
    3748  62.4667   7709336409033923  4.179239641548088e-04  6.297632046160297e-02  9.374416035025518e-01              15.88                    1.07
    3749  62.4833   7744903292318331  4.198520487610835e-04  6.339617251036406e-02  9.370236795383970e-01              15.77                    1.07
    3750  62.5000   7780555570856705  4.217847626533517e-04  6.381795727301741e-02  9.366038274896360e-01              15.67                    1.07
    3751  62.5167   7816293244761615  4.237221058377158e-04  6.424167937885512e-02  9.361820427269826e-01              15.57                    1.07
    3752  62.5333   7852116311745417  4.256640781901624e-04  6.466734345704528e-02  9.357583206211448e-01              15.46                    1.07
    3753  62.5500   7888024770487579  4.276106796391053e-04  6.509495413668440e-02  9.353326565429547e-01              15.36                    1.07
    3754  62.5667   7924018622545084  4.295619102689487e-04  6.552451604695333e-02  9.349050458633156e-01              15.26                    1.07
    3755  62.5833   7960097871754998  4.315177702877005e-04  6.595603381724104e-02  9.344754839530467e-01              15.16                    1.07
    3756  62.6000   7996262514480281  4.334782594981962e-04  6.638951207673924e-02  9.340439661827590e-01              15.06                    1.07
    3757  62.6167   8032512549243419  4.354433778203396e-04  6.682495545455958e-02  9.336104879232607e-01              14.96                    1.07
    3758  62.6333   8068847976427913  4.374131252749205e-04  6.726236857983449e-02  9.331750445454404e-01              14.87                    1.07
    3759  62.6500   8105268799098699  4.393875020280893e-04  6.770175608186259e-02  9.327376314201655e-01              14.77                    1.07
    3760  62.6667   8141775017013612  4.413665080667181e-04  6.814312258992930e-02  9.322982439181374e-01              14.67                    1.07
    3761  62.6833   8178366627848278  4.433501432648026e-04  6.858647273319411e-02  9.318568774100707e-01              14.58                    1.07
    3762  62.7000   8215043630452241  4.453384075599763e-04  6.903181114075409e-02  9.314135272668059e-01              14.49                    1.07
    3763  62.7167   8251806026675603  4.473313010525334e-04  6.947914244180661e-02  9.309681888592459e-01              14.39                    1.07
    3764  62.7333   8288653819822025  4.493288239215657e-04  6.992847126572818e-02  9.305208575581934e-01              14.30                    1.07
    3765  62.7500   8325587006499197  4.513309759831758e-04  7.037980224171135e-02  9.300715287342718e-01              14.21                    1.08
    3766  62.7667   8362605585166543  4.533377571538489e-04  7.083313999886520e-02  9.296201977582886e-01              14.12                    1.08
    3767  62.7833   8399709556253631  4.553491674568720e-04  7.128848916632208e-02  9.291668600011348e-01              14.03                    1.08
    3768  62.8000   8436898923061634  4.573652070712018e-04  7.174585437339327e-02  9.287115108336780e-01              13.94                    1.08
    3769  62.8167   8474173684985017  4.593858759640124e-04  7.220524024935729e-02  9.282541456266067e-01              13.85                    1.08
    3770  62.8333   8511533839668659  4.614111740076324e-04  7.266665142336493e-02  9.277947597506427e-01              13.76                    1.08
    3771  62.8500   8548979386201538  4.634411011526751e-04  7.313009252451760e-02  9.273333485766351e-01              13.67                    1.08
    3772  62.8667   8586510326526865  4.654756575044823e-04  7.359556818202208e-02  9.268699074754824e-01              13.59                    1.08
    3773  62.8833   8624126663606785  4.675148432236321e-04  7.406308302524571e-02  9.264044318179779e-01              13.50                    1.08
    3774  62.9000   8661828394236404  4.695586581363869e-04  7.453264168338210e-02  9.259369169747543e-01              13.42                    1.08
    3775  62.9167   8699615516803407  4.716071021553429e-04  7.500424878553744e-02  9.254673583166179e-01              13.33                    1.08
    3776  62.9333   8737488031795379  4.736601753069322e-04  7.547790896084437e-02  9.249957512144625e-01              13.25                    1.08
    3777  62.9500   8775445942746879  4.757178777827636e-04  7.595362683862714e-02  9.245220910391556e-01              13.17                    1.08
    3778  62.9667   8813489248674545  4.777802095295289e-04  7.643140704815667e-02  9.240463731613728e-01              13.08                    1.08
    3779  62.9833   8851617947206467  4.798471704186466e-04  7.691125421857531e-02  9.235685929518433e-01              13.00                    1.08
    3780  63.0000   8889832037700001  4.819187604152790e-04  7.739317297899059e-02  9.230887457814246e-01              12.92                    1.08
    3781  63.0167   8928131522099269  4.839949796248170e-04  7.787716795861541e-02  9.226068270210094e-01              12.84                    1.08
    3782  63.0333   8966516403108865  4.860758281938771e-04  7.836324378680928e-02  9.221228320413846e-01              12.76                    1.08
    3783  63.0500   9004986673877947  4.881613057510743e-04  7.885140509256036e-02  9.216367562131907e-01              12.68                    1.09
    3784  63.0667   9043541497313385  4.902513669174991e-04  7.934165645947786e-02  9.211485949074396e-01              12.60                    1.09
    3785  63.0833   9082180003924363  4.923459645579601e-04  7.983400242403582e-02  9.206583435405221e-01              12.53                    1.09
    3786  63.1000   9120901350138019  4.944450529422806e-04  8.032844747697811e-02  9.201659975759642e-01              12.45                    1.09
    3787  63.1167   9159704684022407  4.965485858871373e-04  8.082499606286524e-02  9.196715525230219e-01              12.37                    1.09
    3788  63.1333   9198589156089100  4.986565173416703e-04  8.132365258020691e-02  9.191750039371348e-01              12.30                    1.09
    3789  63.1500   9237553915182770  5.007688011646568e-04  8.182442138137157e-02  9.186763474197931e-01              12.22                    1.09
    3790  63.1667   9276598093114718  5.028853902914933e-04  8.232730677166306e-02  9.181755786186284e-01              12.15                    1.09
    3791  63.1833   9315720841046976  5.050062387065811e-04  8.283231301036964e-02  9.176726932283369e-01              12.07                    1.09
    3792  63.2000   9354921309425713  5.071313003555148e-04  8.333944431072515e-02  9.171676869896304e-01              12.00                    1.09
    3793  63.2167   9394198645600487  5.092605290160216e-04  8.384870483974118e-02  9.166605556892748e-01              11.93                    1.09
    3794  63.2333   9433551980157338  5.113938775570759e-04  8.436009871729826e-02  9.161512951602588e-01              11.85                    1.09
    3795  63.2500   9472980465734991  5.135313000431312e-04  8.487363001734138e-02  9.156399012827018e-01              11.78                    1.09
    3796  63.2667   9512483253705030  5.156727504699487e-04  8.538930276781133e-02  9.151263699826586e-01              11.71                    1.09
    3797  63.2833   9552059494930473  5.178181828057204e-04  8.590712095061705e-02  9.146106972321887e-01              11.64                    1.09
    3798  63.3000   9591708338566927  5.199675509260796e-04  8.642708850154313e-02  9.140928790493830e-01              11.57                    1.09
    3799  63.3167   9631428916267228  5.221208077578318e-04  8.694920930930096e-02  9.135729114984569e-01              11.50                    1.09
    3800  63.3333   9671220378670735  5.242779072570447e-04  8.747348721655801e-02  9.130507906906991e-01              11.43                    1.10
    3801  63.3500   9711081876635747  5.264388033916544e-04  8.799992601994966e-02  9.125265127834420e-01              11.36                    1.10
    3802  63.3667   9751012557626611  5.286034499456104e-04  8.852852946989527e-02  9.120000739800503e-01              11.30                    1.10
    3803  63.3833   9791011552215166  5.307717997871177e-04  8.905930126968239e-02  9.114714705301047e-01              11.23                    1.10
    3804  63.4000   9831078013065691  5.329438069820150e-04  8.959224507666441e-02  9.109406987303176e-01              11.16                    1.10
    3805  63.4167   9871211091072631  5.351194255001977e-04  9.012736450216460e-02  9.104077549233356e-01              11.10                    1.10
    3806  63.4333   9911409937433830  5.372986093280088e-04  9.066466311149261e-02  9.098726354978354e-01              11.03                    1.10
    3807  63.4500   9951673701573801  5.394813123556588e-04  9.120414442384828e-02  9.093353368885074e-01              10.96                    1.10
    3808  63.4667   9992001515019580  5.416674875031340e-04  9.174581191135141e-02  9.087958555761517e-01              10.90                    1.10
    3809  63.4833  10032392527859110  5.438570886966094e-04  9.228966900004802e-02  9.082541880886486e-01              10.84                    1.10
    3810  63.5000  10072845891377434  5.460500699271551e-04  9.283571906997518e-02  9.077103309999520e-01              10.77                    1.10
    3811  63.5167  10113360753147859  5.482463849846274e-04  9.338396545495979e-02  9.071642809300249e-01              10.71                    1.10
    3812  63.5333  10153936243742646  5.504459867372540e-04  9.393441144169705e-02  9.066160345450403e-01              10.65                    1.10
    3813  63.5500  10194571515834746  5.526488292513437e-04  9.448706027094840e-02  9.060655885583030e-01              10.58                    1.10
    3814  63.5667  10235265719841322  5.548548664709186e-04  9.504191513741932e-02  9.055129397290516e-01              10.52                    1.10
    3815  63.5833  10276018007311577  5.570640524013687e-04  9.559897918982069e-02  9.049580848625807e-01              10.46                    1.11
    3816  63.6000  10316827520145502  5.592763405249996e-04  9.615825553034568e-02  9.044010208101794e-01              10.40                    1.11
    3817  63.6167  10357693397401142  5.614916841700542e-04  9.671974721451573e-02  9.038417444696543e-01              10.34                    1.11
    3818  63.6333  10398614788906476  5.637100372486148e-04  9.728345725176435e-02  9.032802527854843e-01              10.28                    1.11
    3819  63.6500  10439590846104562  5.659313537603176e-04  9.784938860552467e-02  9.027165427482357e-01              10.22                    1.11
    3820  63.6667  10480620716846424  5.681555875100739e-04  9.841754419303474e-02  9.021506113944753e-01              10.16                    1.11
    3821  63.6833  10521703531617973  5.703826913614305e-04  9.898792688439617e-02  9.015824558069653e-01              10.10                    1.11
    3822  63.7000  10562838443004382  5.726126193759377e-04  9.956053950377211e-02  9.010120731156038e-01              10.04                    1.11
    3823  63.7167  10604024601169469  5.748453254838836e-04  1.001353848292560e-01  9.004394604962279e-01               9.99                    1.11
    3824  63.7333  10645261157882533  5.770807637025899e-04  1.007124655929586e-01  8.998646151707440e-01               9.93                    1.11
    3825  63.7500  10686547240006128  5.793188866991808e-04  1.012917844796578e-01  8.992875344070415e-01               9.87                    1.11
    3826  63.7667  10727882001225205  5.815596485948254e-04  1.018733441282526e-01  8.987082155203422e-01               9.82                    1.11
    3827  63.7833  10769264591853553  5.838030033279420e-04  1.024571471315805e-01  8.981266558717474e-01               9.76                    1.11
    3828  63.8000  10810694163054839  5.860489048830210e-04  1.030431960364636e-01  8.975428528684195e-01               9.70                    1.11
    3829  63.8167  10852169863186529  5.882973070924277e-04  1.036314933435560e-01  8.969568039635365e-01               9.65                    1.11
    3830  63.8333  10893690822501627  5.905481628070833e-04  1.042220415063631e-01  8.963685066564440e-01               9.59                    1.12
    3831  63.8500  10935256193322083  5.928014260742685e-04  1.048148429324373e-01  8.957779584936369e-01               9.54                    1.12
    3832  63.8667  10976865125997717  5.950570508343547e-04  1.054098999832717e-01  8.951851570675626e-01               9.49                    1.12
    3833  63.8833  11018516772458120  5.973149911133531e-04  1.060072149743850e-01  8.945901000167283e-01               9.43                    1.12
    3834  63.9000  11060210259545198  5.995751995772684e-04  1.066067901739623e-01  8.939927850256150e-01               9.38                    1.12
    3835  63.9167  11101944740706109  6.018376303343791e-04  1.072086278042967e-01  8.933932098260376e-01               9.33                    1.12
    3836  63.9333  11143719366350983  6.041022373283263e-04  1.078127300416250e-01  8.927913721957033e-01               9.28                    1.12
    3837  63.9500  11185533287591725  6.063689745407937e-04  1.084190990161658e-01  8.921872699583749e-01               9.22                    1.12
    3838  63.9667  11227385653077833  6.086377958199785e-04  1.090277368119858e-01  8.915809009838342e-01               9.17                    1.12
    3839  63.9833  11269275592914359  6.109086540087810e-04  1.096386454659946e-01  8.909722631880143e-01               9.12                    1.12
    3840  64.0000  11311202259131895  6.131815031386874e-04  1.102518269691333e-01  8.903613545340054e-01               9.07                    1.12
    3841  64.0167  11353164802282701  6.154562971610433e-04  1.108672832662943e-01  8.897481730308667e-01               9.02                    1.12
    3842  64.0333  11395162370651856  6.177329899042907e-04  1.114850162561986e-01  8.891327167337058e-01               8.97                    1.12
    3843  64.0500  11437194094671762  6.200115342290753e-04  1.121050277904277e-01  8.885149837438014e-01               8.92                    1.13
    3844  64.0667  11479259127864261  6.222918842477244e-04  1.127273196746754e-01  8.878949722095724e-01               8.87                    1.13
    3845  64.0833  11521356620605235  6.245739939020223e-04  1.133518936685774e-01  8.872726803253246e-01               8.82                    1.13
    3846  64.1000  11563485723967477  6.268578171715327e-04  1.139787514857489e-01  8.866481063314225e-01               8.77                    1.13
    3847  64.1167  11605645586887773  6.291433079200265e-04  1.146078947936690e-01  8.860212485142510e-01               8.73                    1.13
    3848  64.1333  11647835339445256  6.314304189889990e-04  1.152393252126580e-01  8.853921052063310e-01               8.68                    1.13
    3849  64.1500  11690054132922074  6.337191043693631e-04  1.158730443170273e-01  8.847606747873420e-01               8.63                    1.13
    3850  64.1667  11732301118626217  6.360093180534329e-04  1.165090536350808e-01  8.841269556829726e-01               8.58                    1.13
    3851  64.1833  11774575444811351  6.383010138679471e-04  1.171473546489487e-01  8.834909463649192e-01               8.54                    1.13
    3852  64.2000  11816876241721991  6.405941446633663e-04  1.177879487936121e-01  8.828526453510512e-01               8.49                    1.13
    3853  64.2167  11859202662924206  6.428886645544152e-04  1.184308374581665e-01  8.822120512063879e-01               8.44                    1.13
    3854  64.2333  11901553858725018  6.451845274791451e-04  1.190760219856456e-01  8.815691625418335e-01               8.40                    1.13
    3855  64.2500  11943928980174752  6.474816874159021e-04  1.197235036730615e-01  8.809239780143544e-01               8.35                    1.14
    3856  64.2667  11986327176494078  6.497800982438461e-04  1.203732837713054e-01  8.802764963269385e-01               8.31                    1.14
    3857  64.2833  12028747577608227  6.520797127961295e-04  1.210253634841015e-01  8.796267162286946e-01               8.26                    1.14
    3858  64.3000  12071189334446781  6.543804850445525e-04  1.216797439691461e-01  8.789746365158985e-01               8.22                    1.14
    3859  64.3167  12113651598674012  6.566823690007434e-04  1.223364263381468e-01  8.783202560308540e-01               8.17                    1.14
    3860  64.3333  12156133518641244  6.589853184967348e-04  1.229954116566435e-01  8.776635736618532e-01               8.13                    1.14
    3861  64.3500  12198634224412336  6.612892863731941e-04  1.236567009430167e-01  8.770045883433565e-01               8.09                    1.14
    3862  64.3667  12241152869597687  6.635942267472490e-04  1.243202951697640e-01  8.763432990569833e-01               8.04                    1.14
    3863  64.3833  12283688604421983  6.659000935524875e-04  1.249861952633165e-01  8.756797048302360e-01               8.00                    1.14
    3864  64.4000  12326240579926444  6.682068407667617e-04  1.256544021040832e-01  8.750138047366836e-01               7.96                    1.14
    3865  64.4167  12368807945608943  6.705144222842593e-04  1.263249165263675e-01  8.743455978959168e-01               7.92                    1.14
    3866  64.4333  12411389831187236  6.728227909268850e-04  1.269977393172944e-01  8.736750834736325e-01               7.87                    1.14
    3867  64.4500  12453985387418287  6.751319006570817e-04  1.276728712179515e-01  8.730022606827056e-01               7.83                    1.15
    3868  64.4667  12496593766140485  6.774417054959162e-04  1.283503129234474e-01  8.723271287820485e-01               7.79                    1.15
    3869  64.4833  12539214115850443  6.797521592832978e-04  1.290300650827307e-01  8.716496870765527e-01               7.75                    1.15
    3870  64.5000  12581845566456887  6.820632148514835e-04  1.297121282975822e-01  8.709699349172694e-01               7.71                    1.15
    3871  64.5167  12624487271596840  6.843748263190446e-04  1.303965031239012e-01  8.702878717024178e-01               7.67                    1.15
    3872  64.5333  12667138381408072  6.866869476148574e-04  1.310831900715161e-01  8.696034968760988e-01               7.63                    1.15
    3873  64.5500  12709798046935159  6.889995327169561e-04  1.317721896042330e-01  8.689168099284840e-01               7.59                    1.15
    3874  64.5667  12752465418016800  6.913125355380040e-04  1.324635021397710e-01  8.682278103957670e-01               7.55                    1.15
    3875  64.5833  12795139623965251  6.936259088779243e-04  1.331571280486490e-01  8.675364978602290e-01               7.51                    1.15
    3876  64.6000  12837819815549238  6.959396066997971e-04  1.338530676553487e-01  8.668428719513510e-01               7.47                    1.15
    3877  64.6167  12880505144737389  6.982535830317496e-04  1.345513212383805e-01  8.661469323446512e-01               7.43                    1.15
    3878  64.6333  12923194760152092  7.005677917205093e-04  1.352518890301010e-01  8.654486787616195e-01               7.39                    1.16
    3879  64.6500  12965887791567478  7.028821855910369e-04  1.359547712156920e-01  8.647481109698990e-01               7.36                    1.16
    3880  64.6667  13008583392635418  7.051967187627087e-04  1.366599679344548e-01  8.640452287843080e-01               7.32                    1.16
    3881  64.6833  13051280713394264  7.075113451590113e-04  1.373674792796138e-01  8.633400320655452e-01               7.28                    1.16
    3882  64.7000  13093978904913143  7.098260187593099e-04  1.380773052983731e-01  8.626325207203862e-01               7.24                    1.16
    3883  64.7167  13136677117288904  7.121406934902622e-04  1.387894459918633e-01  8.619226947016270e-01               7.21                    1.16
    3884  64.7333  13179374479651668  7.144553221419176e-04  1.395039013140053e-01  8.612105540081366e-01               7.17                    1.16
    3885  64.7500  13222070142553555  7.167698586656144e-04  1.402206711726709e-01  8.604960986859947e-01               7.13                    1.16
    3886  64.7667  13264763258176831  7.190842571010610e-04  1.409397554297719e-01  8.597793288273291e-01               7.10                    1.16
    3887  64.7833  13307452975258681  7.213984713012075e-04  1.416611539010731e-01  8.590602445702281e-01               7.06                    1.16
    3888  64.8000  13350138423456276  7.237124540846751e-04  1.423848663551578e-01  8.583388460989269e-01               7.02                    1.17
    3889  64.8167  13392818752614445  7.260261593644592e-04  1.431108925145223e-01  8.576151336448422e-01               6.99                    1.17
    3890  64.8333  13435493116282197  7.283395412543598e-04  1.438392320557766e-01  8.568891074854778e-01               6.95                    1.17
    3891  64.8500  13478160665884544  7.306525537530348e-04  1.445698846095297e-01  8.561607679442234e-01               6.92                    1.17
    3892  64.8667  13520820551631727  7.329651507932888e-04  1.453028497603230e-01  8.554301153904703e-01               6.88                    1.17
    3893  64.8833  13563471902498687  7.352772851567588e-04  1.460381270454797e-01  8.546971502396771e-01               6.85                    1.17
    3894  64.9000  13606113868797766  7.375889107817845e-04  1.467757159562615e-01  8.539618729545203e-01               6.81                    1.17
    3895  64.9167  13648745602833962  7.398999817147279e-04  1.475156159379762e-01  8.532242840437385e-01               6.78                    1.17
    3896  64.9333  13691366253657562  7.422104518255125e-04  1.482578263898017e-01  8.524843840620238e-01               6.75                    1.17
    3897  64.9500  13733974950726987  7.445202739219850e-04  1.490023466637237e-01  8.517421736101982e-01               6.71                    1.17
    3898  64.9667  13776570843880159  7.468294019167664e-04  1.497491760656405e-01  8.509976533362763e-01               6.68                    1.18
    3899  64.9833  13819153086409818  7.491377899097644e-04  1.504983138555503e-01  8.502508239343595e-01               6.64                    1.18
    3900  65.0000  13861720830072572  7.514453919176126e-04  1.512497592474679e-01  8.495016861444498e-01               6.61                    1.18
    3901  65.0167  13904273225152947  7.537521618771429e-04  1.520035114093450e-01  8.487502407525321e-01               6.58                    1.18
    3902  65.0333  13946809400499976  7.560580525631665e-04  1.527595694619082e-01  8.479964885906550e-01               6.55                    1.18
    3903  65.0500  13989328506160909  7.583630178996526e-04  1.535179324798078e-01  8.472404305380918e-01               6.51                    1.18
    3904  65.0667  14031829694578091  7.606670119404090e-04  1.542785994917482e-01  8.464820675201922e-01               6.48                    1.18
    3905  65.0833  14074312115104924  7.629699885717907e-04  1.550415694803200e-01  8.457214005082517e-01               6.45                    1.18
    3906  65.1000  14116774897022034  7.652719005920061e-04  1.558068413809120e-01  8.449584305196800e-01               6.42                    1.18
    3907  65.1167  14159217190141822  7.675727019122932e-04  1.565744140828243e-01  8.441931586190879e-01               6.39                    1.18
    3908  65.1333  14201638147490935  7.698723466181344e-04  1.573442864294425e-01  8.434255859171756e-01               6.36                    1.19
    3909  65.1500  14244036921189648  7.721707887458776e-04  1.581164572181883e-01  8.426557135705576e-01               6.32                    1.19
    3910  65.1667  14286412661564809  7.744679822346491e-04  1.588909252004230e-01  8.418835427818117e-01               6.29                    1.19
    3911  65.1833  14328764497367850  7.767638798539695e-04  1.596676890802770e-01  8.411090747995770e-01               6.26                    1.19
    3912  65.2000  14371091578355461  7.790584355120563e-04  1.604467475157890e-01  8.403323109197230e-01               6.23                    1.19
    3913  65.2167  14413393057121263  7.813516032709180e-04  1.612280991190599e-01  8.395532524842110e-01               6.20                    1.19
    3914  65.2333  14455668083313374  7.836433370328864e-04  1.620117424560928e-01  8.387719008809401e-01               6.17                    1.19
    3915  65.2500  14497915786057073  7.859335895877484e-04  1.627976760456806e-01  8.379882575439072e-01               6.14                    1.19
    3916  65.2667  14540135315104805  7.882223148434917e-04  1.635858983605241e-01  8.372023239543195e-01               6.11                    1.19
    3917  65.2833  14582325823241219  7.905094668724801e-04  1.643764078273965e-01  8.364141016394759e-01               6.08                    1.20
